               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  26,            0.026913,           0.0059276,                   0,             0.94859,             0.90012,             0.96547,              0.5651,            0.029664,           0.0033408,                   0,            0.007525,            0.007525,            0.007525
                  27,            0.027202,           0.0056906,                   0,             0.91749,             0.94921,             0.95986,             0.63957,            0.025381,           0.0035267,                   0,            0.007426,            0.007426,            0.007426
                  28,            0.027807,           0.0056731,                   0,             0.93007,             0.97314,             0.97082,             0.53768,            0.031124,           0.0032959,                   0,            0.007327,            0.007327,            0.007327
                  29,            0.027307,           0.0058041,                   0,             0.89698,             0.95565,              0.9556,             0.67124,            0.023284,           0.0033349,                   0,            0.007228,            0.007228,            0.007228
                  30,            0.025753,            0.005569,                   0,             0.87765,             0.95122,              0.9548,             0.57119,            0.029796,           0.0033231,                   0,            0.007129,            0.007129,            0.007129
                  31,            0.025898,           0.0054047,                   0,             0.93949,             0.94682,             0.97067,             0.67981,            0.022162,           0.0032918,                   0,             0.00703,             0.00703,             0.00703
                  32,            0.027032,             0.00566,                   0,             0.89878,             0.97463,             0.96148,             0.64166,             0.02394,           0.0033549,                   0,            0.006931,            0.006931,            0.006931
                  33,             0.02578,           0.0056775,                   0,             0.89662,             0.95188,             0.96472,              0.6486,            0.024857,           0.0033272,                   0,            0.006832,            0.006832,            0.006832
                  34,            0.025005,           0.0055935,                   0,             0.85739,             0.97561,             0.95028,             0.65412,            0.023766,           0.0033773,                   0,            0.006733,            0.006733,            0.006733
                  35,            0.024598,           0.0054303,                   0,             0.92168,             0.92683,              0.9621,             0.58596,            0.027412,           0.0034245,                   0,            0.006634,            0.006634,            0.006634
                  36,            0.025124,           0.0055819,                   0,             0.87796,             0.96341,             0.96846,             0.60261,             0.02992,            0.003366,                   0,            0.006535,            0.006535,            0.006535
                  37,            0.024589,           0.0053793,                   0,             0.95882,             0.92683,             0.97967,             0.64745,             0.02554,           0.0032492,                   0,            0.006436,            0.006436,            0.006436
                  38,            0.024753,           0.0053498,                   0,             0.93836,             0.92818,             0.96699,             0.60555,            0.026753,           0.0033385,                   0,            0.006337,            0.006337,            0.006337
                  39,            0.023605,            0.004911,                   0,             0.95322,             0.93902,              0.9771,             0.61777,            0.026884,            0.003282,                   0,            0.006238,            0.006238,            0.006238
                  40,             0.02346,           0.0049836,                   0,             0.96247,             0.93828,             0.97648,             0.60013,            0.026796,           0.0032581,                   0,            0.006139,            0.006139,            0.006139
                  41,              0.0236,           0.0051097,                   0,             0.95701,             0.92683,             0.97404,             0.61094,            0.027509,           0.0032395,                   0,             0.00604,             0.00604,             0.00604
                  42,            0.023078,           0.0052382,                   0,             0.95023,             0.93142,             0.97526,             0.69187,            0.022711,            0.003232,                   0,            0.005941,            0.005941,            0.005941
                  43,             0.02308,           0.0051076,                   0,             0.91821,             0.95839,             0.96936,              0.6478,            0.025103,           0.0032263,                   0,            0.005842,            0.005842,            0.005842
                  44,             0.02206,           0.0049874,                   0,             0.92664,             0.95122,             0.97713,             0.68513,            0.022647,            0.003065,                   0,            0.005743,            0.005743,            0.005743
                  45,             0.02207,           0.0050924,                   0,              0.9294,             0.95122,             0.97997,              0.6095,            0.026643,           0.0032399,                   0,            0.005644,            0.005644,            0.005644
                  46,            0.021999,           0.0049409,                   0,             0.93153,             0.95122,             0.97446,             0.60797,            0.025661,           0.0032597,                   0,            0.005545,            0.005545,            0.005545
                  47,            0.021832,           0.0052802,                   0,             0.91241,             0.95122,              0.9554,             0.62079,             0.02621,           0.0033163,                   0,            0.005446,            0.005446,            0.005446
                  48,            0.022855,           0.0049877,                   0,             0.91825,             0.95884,             0.96598,             0.66337,            0.022803,           0.0031479,                   0,            0.005347,            0.005347,            0.005347
                  49,            0.022607,           0.0051375,                   0,             0.92889,             0.96341,             0.96701,             0.64469,            0.023463,           0.0031124,                   0,            0.005248,            0.005248,            0.005248
                  50,            0.022087,           0.0050177,                   0,             0.92893,             0.95642,             0.97657,             0.62927,            0.027465,           0.0031793,                   0,            0.005149,            0.005149,            0.005149
                  51,            0.022338,             0.00509,                   0,             0.95211,             0.96981,             0.98226,             0.61799,            0.027548,           0.0030644,                   0,             0.00505,             0.00505,             0.00505
                  52,            0.021288,           0.0049547,                   0,             0.91252,             0.97561,             0.97964,             0.67543,            0.023332,           0.0030741,                   0,            0.004951,            0.004951,            0.004951
                  53,             0.02098,           0.0049878,                   0,             0.94277,             0.95122,             0.97859,             0.65436,             0.02394,           0.0030669,                   0,            0.004852,            0.004852,            0.004852
                  54,            0.021815,           0.0049095,                   0,             0.91883,             0.97561,              0.9707,             0.64918,            0.024657,           0.0031515,                   0,            0.004753,            0.004753,            0.004753
                  55,            0.020372,           0.0051055,                   0,             0.92743,             0.96341,             0.98159,             0.65353,            0.024888,           0.0031101,                   0,            0.004654,            0.004654,            0.004654
                  56,            0.021182,           0.0047888,                   0,             0.94743,             0.96341,             0.97749,             0.65459,            0.024327,           0.0031665,                   0,            0.004555,            0.004555,            0.004555
                  57,            0.020063,           0.0046762,                   0,             0.91395,             0.96341,             0.97164,             0.64394,            0.024234,           0.0031611,                   0,            0.004456,            0.004456,            0.004456
                  58,            0.020356,           0.0046662,                   0,             0.92784,             0.94092,             0.97456,             0.69255,            0.022766,           0.0031183,                   0,            0.004357,            0.004357,            0.004357
                  59,            0.020626,           0.0047912,                   0,             0.94064,             0.97561,             0.97423,             0.66934,            0.023095,           0.0031909,                   0,            0.004258,            0.004258,            0.004258
                  60,            0.020393,           0.0044585,                   0,             0.94101,             0.97266,             0.97813,             0.68104,            0.021748,           0.0031503,                   0,            0.004159,            0.004159,            0.004159
                  61,            0.019484,           0.0046813,                   0,               0.941,             0.97259,             0.98142,             0.65559,            0.022064,            0.003062,                   0,             0.00406,             0.00406,             0.00406
                  62,            0.019748,           0.0048632,                   0,             0.94047,             0.96333,              0.9798,             0.67955,            0.022384,           0.0030536,                   0,            0.003961,            0.003961,            0.003961
                  63,            0.019594,           0.0045667,                   0,             0.95649,             0.96341,              0.9808,             0.65891,            0.022777,           0.0030902,                   0,            0.003862,            0.003862,            0.003862
                  64,            0.019411,           0.0049259,                   0,             0.96094,             0.96341,             0.97964,             0.66663,            0.022701,           0.0030168,                   0,            0.003763,            0.003763,            0.003763
                  65,             0.01991,           0.0047789,                   0,             0.96263,             0.96341,             0.98354,             0.70226,            0.020954,           0.0030272,                   0,            0.003664,            0.003664,            0.003664
                  66,            0.018931,           0.0047147,                   0,             0.95577,             0.96341,             0.97528,             0.66524,            0.022669,           0.0030934,                   0,            0.003565,            0.003565,            0.003565
                  67,            0.018827,            0.004399,                   0,             0.94367,             0.96341,             0.97462,             0.65576,            0.023307,           0.0031803,                   0,            0.003466,            0.003466,            0.003466
                  68,            0.018404,           0.0044059,                   0,             0.95545,             0.96341,              0.9778,             0.66144,            0.023298,           0.0031256,                   0,            0.003367,            0.003367,            0.003367
                  69,            0.017817,             0.00456,                   0,             0.94808,             0.96341,             0.97585,             0.67984,            0.022789,           0.0031165,                   0,            0.003268,            0.003268,            0.003268
                  70,            0.018658,            0.004477,                   0,              0.9634,             0.96304,             0.97915,             0.68214,            0.022084,           0.0029855,                   0,            0.003169,            0.003169,            0.003169
                  71,             0.01885,           0.0043896,                   0,             0.95812,             0.95122,             0.97776,             0.67792,            0.022544,           0.0030531,                   0,             0.00307,             0.00307,             0.00307
                  72,            0.018173,           0.0043686,                   0,             0.94939,             0.95122,             0.97579,             0.64912,            0.023582,           0.0030736,                   0,            0.002971,            0.002971,            0.002971
                  73,            0.017507,           0.0043091,                   0,             0.95154,             0.95781,              0.9771,             0.67818,             0.02179,           0.0030441,                   0,            0.002872,            0.002872,            0.002872
                  74,            0.018162,           0.0043105,                   0,              0.9582,             0.95122,             0.97741,             0.66393,            0.023135,           0.0029868,                   0,            0.002773,            0.002773,            0.002773
                  75,            0.017861,           0.0045747,                   0,             0.94704,             0.95122,             0.98049,             0.65229,            0.023288,           0.0030318,                   0,            0.002674,            0.002674,            0.002674
                  76,            0.017493,           0.0044959,                   0,             0.93727,             0.95122,             0.97802,             0.67477,             0.02259,           0.0030281,                   0,            0.002575,            0.002575,            0.002575
                  77,            0.018105,           0.0046371,                   0,             0.94007,             0.95653,             0.97904,             0.68792,            0.022669,           0.0030451,                   0,            0.002476,            0.002476,            0.002476
                  78,            0.017235,           0.0044128,                   0,             0.93887,             0.96341,             0.97478,             0.68281,            0.022185,           0.0030349,                   0,            0.002377,            0.002377,            0.002377
                  79,            0.017587,           0.0041168,                   0,             0.91727,             0.95122,             0.97055,             0.67794,            0.022798,           0.0031497,                   0,            0.002278,            0.002278,            0.002278
                  80,            0.017029,           0.0041753,                   0,             0.92647,             0.95122,             0.97557,              0.6412,            0.025596,            0.003197,                   0,            0.002179,            0.002179,            0.002179
                  81,            0.017393,           0.0040706,                   0,             0.95479,             0.95122,             0.97892,             0.67645,            0.022349,           0.0031479,                   0,             0.00208,             0.00208,             0.00208
                  82,            0.017103,           0.0043136,                   0,             0.95094,             0.95122,             0.97812,             0.68571,            0.022495,           0.0030957,                   0,            0.001981,            0.001981,            0.001981
                  83,            0.016767,           0.0044206,                   0,             0.95021,             0.96341,             0.97929,             0.67764,            0.022644,           0.0031082,                   0,            0.001882,            0.001882,            0.001882
                  84,            0.016856,           0.0043593,                   0,             0.94511,             0.96341,             0.98086,             0.67868,            0.022444,           0.0030496,                   0,            0.001783,            0.001783,            0.001783
                  85,            0.016557,           0.0041235,                   0,             0.93595,             0.96341,             0.97994,             0.66969,            0.023211,           0.0030753,                   0,            0.001684,            0.001684,            0.001684
                  86,            0.015924,           0.0040149,                   0,             0.93015,             0.97431,             0.97983,             0.67994,            0.022285,           0.0031189,                   0,            0.001585,            0.001585,            0.001585
                  87,            0.016115,           0.0038145,                   0,             0.93016,             0.97447,             0.98047,             0.68129,            0.022914,           0.0031131,                   0,            0.001486,            0.001486,            0.001486
                  88,             0.01594,           0.0042023,                   0,             0.92998,             0.97189,             0.98212,             0.67644,            0.023028,           0.0030975,                   0,            0.001387,            0.001387,            0.001387
                  89,            0.015654,           0.0039684,                   0,             0.93995,             0.95442,             0.98132,              0.6973,            0.021298,           0.0030768,                   0,            0.001288,            0.001288,            0.001288
                  90,            0.016149,           0.0044878,                   0,              0.9369,             0.96341,             0.98059,             0.68863,            0.022251,           0.0030774,                   0,            0.001189,            0.001189,            0.001189
                  91,             0.01602,           0.0040336,                   0,             0.93439,             0.96341,             0.98079,             0.66568,            0.024021,           0.0031564,                   0,             0.00109,             0.00109,             0.00109
                  92,            0.016278,           0.0042599,                   0,             0.93685,             0.96341,             0.98212,             0.67974,            0.022606,            0.003114,                   0,            0.000991,            0.000991,            0.000991
                  93,            0.015957,           0.0040967,                   0,             0.93997,             0.95476,             0.98256,             0.68851,            0.021979,           0.0030995,                   0,            0.000892,            0.000892,            0.000892
                  94,            0.015612,           0.0039189,                   0,             0.94495,             0.95122,              0.9818,             0.68836,            0.022096,           0.0030972,                   0,            0.000793,            0.000793,            0.000793
                  95,            0.015338,           0.0038298,                   0,             0.94269,             0.95122,             0.98106,             0.68902,            0.022435,           0.0031016,                   0,            0.000694,            0.000694,            0.000694
                  96,            0.015537,           0.0040466,                   0,             0.95163,             0.95983,             0.97925,              0.6856,            0.022338,           0.0030737,                   0,            0.000595,            0.000595,            0.000595
                  97,            0.015678,           0.0041079,                   0,             0.93855,             0.96341,             0.97701,             0.68588,            0.023066,           0.0031106,                   0,            0.000496,            0.000496,            0.000496
                  98,            0.015401,           0.0040755,                   0,             0.93993,             0.96341,             0.97598,             0.69464,             0.02183,           0.0030665,                   0,            0.000397,            0.000397,            0.000397
                  99,            0.015014,           0.0039893,                   0,             0.94337,             0.96341,             0.97822,             0.69199,            0.022235,           0.0030686,                   0,            0.000298,            0.000298,            0.000298
