epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
82,3109.91,0.9045,0.5476,1.02187,0.94033,0.96341,0.96734,0.65328,1.17851,0.5527,1.1133,0.0003962,0.0003962,0.0003962
83,3135.95,0.88794,0.5471,1.00475,0.9191,0.9878,0.98143,0.67653,1.19084,0.52868,1.10917,0.0003764,0.0003764,0.0003764
84,3160.69,0.86278,0.53004,1.01107,0.94109,0.95122,0.97526,0.67139,1.13267,0.51992,1.09107,0.0003566,0.0003566,0.0003566
85,3185.96,0.87235,0.53548,1.02111,0.95051,0.93681,0.98045,0.68776,1.10138,0.49106,1.09962,0.0003368,0.0003368,0.0003368
86,3211.06,0.87546,0.53747,1.01023,0.91881,0.97561,0.98423,0.68841,1.12098,0.51201,1.10109,0.000317,0.000317,0.000317
87,3236.1,0.87166,0.52901,0.99836,0.91801,0.97561,0.98193,0.69714,1.07346,0.50072,1.07084,0.0002972,0.0002972,0.0002972
88,3262.53,0.8718,0.51919,0.99137,0.90891,0.96341,0.97533,0.68576,1.10011,0.52258,1.10091,0.0002774,0.0002774,0.0002774
89,3287.77,0.83141,0.48691,0.98741,0.94007,0.93902,0.97296,0.694,1.07123,0.49911,1.06863,0.0002576,0.0002576,0.0002576
90,3313,0.85804,0.52399,1.01134,0.91849,0.96192,0.97112,0.67993,1.09878,0.53509,1.09372,0.0002378,0.0002378,0.0002378
91,3335.44,0.76749,0.42688,0.96496,0.9494,0.93902,0.97748,0.70983,1.0385,0.49961,1.04985,0.000218,0.000218,0.000218
92,3358.03,0.75988,0.42429,0.96527,0.93866,0.93313,0.97513,0.68505,1.05529,0.52104,1.06779,0.0001982,0.0001982,0.0001982
93,3380.64,0.73254,0.39767,0.94822,0.91634,0.93501,0.97707,0.6956,1.10585,0.52539,1.08757,0.0001784,0.0001784,0.0001784
94,3403.24,0.74708,0.40275,0.95668,0.95007,0.92825,0.97982,0.70968,1.03858,0.49174,1.06824,0.0001586,0.0001586,0.0001586
95,3426.05,0.74457,0.39545,0.95747,0.93954,0.94761,0.97473,0.6872,1.09762,0.50693,1.0815,0.0001388,0.0001388,0.0001388
96,3449.04,0.74346,0.39762,0.96354,0.95104,0.94752,0.97863,0.70752,1.05431,0.47657,1.05564,0.000119,0.000119,0.000119
97,3472.11,0.7242,0.38448,0.94512,0.94466,0.95122,0.97826,0.69904,1.05277,0.47901,1.05951,9.92e-05,9.92e-05,9.92e-05
98,3494.79,0.72252,0.38591,0.94416,0.94015,0.95787,0.97624,0.69256,1.08919,0.47784,1.06967,7.94e-05,7.94e-05,7.94e-05
99,3517.35,0.71708,0.38201,0.9499,0.93722,0.95122,0.97446,0.69738,1.04543,0.46914,1.05487,5.96e-05,5.96e-05,5.96e-05
100,3540.23,0.73331,0.38441,0.95755,0.93907,0.9398,0.97481,0.69546,1.04998,0.4725,1.05734,3.98e-05,3.98e-05,3.98e-05
